處理回履,1
理回履時,1
回履時間,1
履時間約,1
時間約幾,1
間約幾分,1
服處理時,1
時間需多,1
間需多久,1
服處理案,2
處理案件,2
理案件到,1
案件到回,1
件到回履,1
到回履需,1
回履需花,1
理案件時,1
案件時間,1
件時間怎,3
時間怎麼,4
間怎麼那,1
路客服規,1
客服規定,1
服規定回,1
規定回信,1
定回信速,1
回信速度,1
路客服都,1
服都不理,1
都不理我,1
寫信投訴,1
信投訴都,1
投訴都沒,1
訴都沒有,1
都沒有回,4
沒有回應,2
寫信都沒,1
信都沒人,1
都沒人理,1
沒人理我,1
人理我是,1
理我是寄,1
我是寄丟,1
是寄丟了,1
寄丟了嗎,1
包裹上的,6
裹上的單,2
上的單子,2
的單子是,6
單子是錯,1
子是錯的,1
包裹寄送,12
裹寄送單,1
寄送單貼,1
送單貼錯,1
單貼錯張,1
貼錯張了,1
錯張了啦,1
包裹單弄,1
裹單弄錯,1
單弄錯了,4
弄錯了可,1
錯了可以,17
了可以幫,7
可以幫我,227
以幫我改,17
幫我改回,1
我改回來,1
收到包裹,63
到包裹時,3
包裹時託,1
裹時託運,1
時託運單,1
託運單黏,14
運單黏錯,3
單黏錯了,2
你們把別,1
們把別的,1
把別的貨,1
別的貨物,1
的貨物的,1
貨物的託,2
物的託運,2
的託運單,121
託運單貼,19
運單貼到,1
你們把我,10
們把我的,6
把我的託,2
我的託運,8
運單貼錯,7
單貼錯了,5
你們的託,6
們的託運,7
你們業務,92
們業務把,3
業務把託,2
務把託運,2
把託運單,12
黏錯了要,1
錯了要怎,17
我有好幾,3
有好幾個,3
好幾個包,3
幾個包裹,3
個包裹但,2
包裹但是,9
裹但是託,1
但是託運,1
是託運單,2
裹但是寄,1
但是寄貨,1
是寄貨單,1
寄貨單貼,2
我有兩個,2
有兩個包,2
兩個包裹,4
個包裹單,2
包裹單子,1
裹單子貼,1
單子貼反,1
子貼反了,1
貼反了怎,1
反了怎麼,2
我把託運,1
運單貼相,1
單貼相反,1
貼相反了,1
相反了怎,1
了怎麼辦,31
我的兩件,1
的兩件包,1
兩件包裹,3
件包裹託,4
包裹託運,7
裹託運單,7
運單貼反,3
單貼反可,1
貼反可以,1
我的單子,1
的單子貼,1
單子貼錯,2
子貼錯了,2
貼錯了怎,2
錯了怎麼,12
我昨天寄,9
昨天寄出,2
天寄出的,2
寄出的包,17
出的包裹,8
的包裹不,34
包裹不小,1
裹不小心,1
不小心貼,1
小心貼錯,1
昨天寄兩,1
天寄兩個,1
寄兩個包,1
個包裹你,3
包裹你們,31
裹你們業,2
們業務貼,1
我貼錯託,1
貼錯託運,2
錯託運單,2
託運單了,13
我想知道,104
想知道託,1
知道託運,5
道託運單,5
託運單弄,4
運單弄錯,1
弄錯了要,4
了要怎麼,27
想知道寄,2
知道寄貨,1
道寄貨單,1
寄貨單弄,1
貨單弄錯,1
兩件貨物,1
件貨物的,1
單貼反了,2
昨天你們,1
天你們的,1
你們的業,30
們的業務,29
的業務好,1
業務好像,1
務好像把,1
好像把我,1
像把我的,1
要怎麼修,12
怎麼修正,1
麼修正黏,1
修正黏錯,1
正黏錯的,1
黏錯的託,1
錯的託運,2
紙箱貼的,1
箱貼的單,1
貼的單子,1
的單子好,1
單子好像,2
子好像不,1
好像不是,1
像不是我,1
不是我的,29
託運單被,1
運單被黏,1
單被黏錯,1
被黏錯了,1
黏錯了怎,1
貼錯了要,1
錯了要找,2
了要找誰,2
要找誰協,1
找誰協助,1
單貼錯要,2
貼錯要怎,2
錯要怎麼,5
要怎麼處,36
怎麼處理,36
單貼錯該,1
貼錯該怎,1
錯該怎樣,1
該怎樣處,1
怎樣處理,1
單黏錯箱,1
黏錯箱子,1
錯箱子了,1
貨單貼錯,1
貼錯了可,2
了可以重,1
可以重貼,1
以重貼嗎,1
託運單這,1
運單這個,1
單這個包,1
這個包裹,11
個包裹不,1
包裹不是,18
裹不是要,1
不是要寄,3
貼錯單處,1
錯單處理,1
單處理方,1
處理方式,23
業務司機,41
務司機託,1
司機託運,1
機託運單,1
運單黏貼,5
單黏貼錯,1
黏貼錯了,1
箱子上貼,2
子上貼的,1
上貼的宅,1
貼的宅配,2
的宅配資,1
宅配資料,1
配資料好,1
資料好像,1
料好像不,1
好像不對,5
幫我把兩,1
我把兩件,1
把兩件包,1
件包裹的,5
包裹的託,1
裹的託運,1
託運單撕,1
運單撕掉,1
已經晚上,1
經晚上了,1
晚上了但,1
上了但業,1
了但業務,1
但業務都,1
業務都沒,2
務都沒來,1
都沒來收,3
沒來收貨,1
不是有跟,5
是有跟司,1
有跟司機,1
跟司機說,9
司機說下,1
機說下午,1
說下午要,1
下午要去,1
午要去收,1
要去收包,3
之前打電,2
前打電話,3
打電話請,6
電話請黑,1
話請黑貓,1
請黑貓來,3
黑貓來收,4
貓來收為,1
來收為什,1
收為什麼,1
今天業務,1
天業務都,1
務都沒有,1
都沒有來,2
沒有來收,8
有來收件,3
包裹還沒,10
裹還沒有,2
還沒有來,5
司機少收,3
機少收一,1
少收一件,4
收一件可,1
一件可以,1
件可以請,5
可以請他,3
以請他再,1
請他再過,1
他再過來,1
機少收包,1
少收包裹,1
收包裹要,10
包裹要聯,3
裹要聯絡,3
要聯絡誰,27
司機有貨,1
機有貨沒,1
有貨沒收,1
貨沒收走,1
司機為什,3
機為什麼,5
為什麼到,3
什麼到現,2
麼到現在,4
到現在都,15
現在都沒,8
在都沒有,3
沒有來集,1
司機剛剛,10
機剛剛漏,1
剛剛漏拿,2
剛漏拿了,2
漏拿了一,2
拿了一個,2
了一個包,3
一個包裹,24
有東西漏,1
東西漏了,1
西漏了要,1
漏了要請,1
了要請你,1
要請你們,42
請你們司,21
你們司機,156
們司機再,2
司機再來,4
有通知你,1
通知你們,9
知你們來,6
你們來取,3
們來取件,2
來取件可,1
取件可是,1
件可是你,3
可是你們,13
是你們司,9
你們一直,3
們一直都,1
一直都沒,2
直都沒來,1
沒來收件,5
來收件要,3
收件要怎,16
件要怎麼,41
你們不是,18
們不是要,2
不是要來,1
是要來收,1
要來收件,7
來收件怎,1
收件怎麼,6
件怎麼還,1
怎麼還沒,23
麼還沒來,7
們司機今,3
司機今天,3
機今天沒,2
今天沒有,1
天沒有來,1
有來收東,2
來收東西,5
機今天都,1
今天都沒,1
天都沒來,1
都沒來集,1
沒來集貨,1
們司機有,4
司機有一,1
機有一個,1
有一個包,7
個包裹沒,1
包裹沒收,3
裹沒收到,3
們司機為,1
為什麼沒,25
什麼沒來,1
們司機剛,9
機剛剛過,1
剛剛過來,2
剛過來少,2
過來少拿,2
來少拿了,2
少拿了一,2
拿了一件,2
你們快遞,20
們快遞沒,3
快遞沒有,3
遞沒有來,2
收東西欸,1
你們沒有,27
們沒有來,1
來收件我,4
收件我要,6
件我要聯,4
我要聯絡,10
的業務一,2
業務一直,3
務一直沒,1
一直沒來,3
直沒來收,3
們業務是,2
業務是忘,1
務是忘了,1
是忘了要,1
忘了要來,1
了要來收,1
來收件嗎,15
們業務剛,7
業務剛剛,8
務剛剛過,1
我一直沒,4
一直沒有,7
直沒有等,1
沒有等到,1
有等到司,1
等到司機,1
到司機來,1
司機來收,19
機來收件,4
來收件欸,3
我之前說,1
之前說了,1
前說了有,1
說了有包,1
了有包裹,1
有包裹要,16
包裹要寄,20
裹要寄可,2
要寄可是,1
寄可是沒,1
我有打電,3
有打電話,3
打電話欸,1
電話欸司,1
話欸司機,1
欸司機是,1
司機是不,4
機是不記,1
是不記得,1
不記得要,1
我有線上,1
有線上預,3
線上預約,25
上預約寄,15
約寄件啊,1
寄件啊怎,1
件啊怎麼,1
啊怎麼沒,1
怎麼沒來,1
我是門市,4
是門市你,2
門市你們,2
市你們業,2
們業務少,2
業務少收,3
務少收一,2
收一件我,2
我昨天1,1
昨天17,1
天17點,1
17點前,2
7點前就,1
點前就拿,1
前就拿去,1
就拿去7,1
拿去71,17
去711,43
我昨天早,1
昨天早上,1
天早上有,2
早上有預,2
上有預約,18
有預約寄,7
約寄件你,4
寄件你們,8
件你們業,2
我昨天有,5
昨天有請,1
天有請你,7
有請你們,14
請你們去,27
你們去我,2
們去我客,2
去我客人,2
我客人那,4
客人那收,10
我要寄7,1
要寄7件,1
寄7件包,1
7件包裹,1
件包裹可,5
包裹可是,5
裹可是你,2
是你們的,23
我要寄件,14
要寄件可,5
寄件可是,2
是你們一,1
們一直沒,2
我們店裡,4
們店裡還,1
店裡還有,1
裡還有一,1
還有一個,2
裹你們司,1
我這邊是,6
這邊是忠,2
邊是忠孝,2
是忠孝門,2
忠孝門市,2
孝門市剛,2
門市剛剛,2
市剛剛司,1
剛剛司機,6
剛司機沒,1
市剛剛業,1
剛剛業務,3
剛業務沒,1
我預約寄,3
約寄件了,1
寄件了可,1
件了可是,1
了可是沒,2
可是沒有,6
是沒有人,1
沒有人來,3
有人來收,5
官網收件,1
網收件沒,1
收件沒有,2
件沒有來,2
怎麼都沒,7
麼都沒人,2
都沒人來,3
沒人來收,2
人來收貨,1
人來收蝦,2
來收蝦皮,7
收蝦皮的,4
蝦皮的貨,8
為什麼你,42
什麼你們,42
麼你們沒,8
們沒有到,1
沒有到我,2
有到我客,1
到我客人,2
麼你們的,5
的業務司,8
務司機一,2
司機一直,5
機一直沒,2
麼你們還,3
你們還沒,9
們還沒有,2
沒有來我,2
有來我這,1
來我這收,3
我這收件,1
還沒有到,2
有到我這,1
到我這裡,1
我這裡收,1
為什麼快,8
什麼快遞,8
麼快遞還,2
快遞還沒,2
遞還沒來,1
還沒來收,8
為什麼官,2
什麼官網,2
麼官網預,2
官網預約,44
網預約沒,1
預約沒來,1
約沒來收,1
為什麼業,4
什麼業務,5
麼業務司,1
直沒有來,2
何你們沒,2
們沒有去,1
沒有去客,1
有去客戶,1
去客戶那,6
客戶那邊,4
戶那邊收,3
那邊收包,1
約好收件,1
好收件的,1
收件的時,17
件的時間,27
的時間但,1
時間但你,1
間但你們,1
但你們司,1
們司機沒,11
剛業務來,1
業務來收,14
務來收件,2
來收件了,4
收件了但,2
件了但漏,1
了但漏收,1
但漏收了,1
漏收了一,1
收了一件,2
原本昨天,1
本昨天就,1
昨天就要,1
天就要去,1
就要去收,1
去收包裹,2
收包裹了,1
包裹了為,1
裹了為什,1
送貨員還,1
貨員還有,1
員還有一,1
還有一件,2
有一件沒,1
一件沒收,1
件沒收到,1
沒收到該,1
收到該怎,1
到該怎麼,1
等不到你,4
不到你們,9
到你們來,1
你們來收,34
們來收件,16
件我要詢,1
我要詢問,5
要詢問誰,5
集貨還沒,1
貨還沒來,1
黑貓業務,3
貓業務沒,1
業務沒來,1
務沒來收,1
沒來收東,1
收東西怎,1
東西怎麼,10
西怎麼辦,2
催集貨處,1
集貨處理,1
貨處理方,1
務少收了,1
少收了一,1
了一件貨,1
務司機沒,1
司機沒收,4
機沒收件,1
沒收件有,1
收件有什,3
件有什麼,9
有什麼方,37
什麼方式,56
麼方式可,23
務司機都,1
司機都沒,3
機都沒有,3
都沒有去,1
沒有去收,1
有去收件,1
去收件是,1
收件是不,5
件是不是,11
業務沒有,13
務沒有來,2
有來收包,1
來收包裹,22
收包裹喔,1
業務到現,1
務到現在,1
現在都還,5
在都還沒,3
都還沒來,2
來收件喔,1
業務是不,3
務是不是,4
是不是忘,6
不是忘記,4
是忘記要,1
忘記要來,1
記要來收,1
要來收包,4
收包裹我,5
務剛剛漏,1
跟司機約,2
司機約好,1
機約好了,1
約好了但,1
好了但沒,1
了但沒來,1
但沒來收,1
預約收件,123
約收件沒,1
蝦皮包裹,45
皮包裹昨,1
包裹昨天,2
裹昨天就,1
昨天就應,1
天就應該,1
就應該來,1
應該來收,1
該來收了,1
來收了可,1
皮的貨放,1
的貨放在,2
貨放在我,2
放在我這,1
在我這好,1
我這好幾,1
這好幾天,1
好幾天了,2
皮的貨物,3
的貨物一,1
貨物一直,1
物一直還,1
一直還沒,1
直還沒來,1
還沒來取,1
沒來取貨,1
可以投訴,5
以投訴你,3
投訴你們,35
訴你們的,11
你們的司,20
們的司機,19
的司機嗎,1
司機嗎態,2
機嗎態度,1
嗎態度口,1
務司機嗎,1
可以怎麼,15
以怎麼投,1
怎麼投訴,4
麼投訴業,1
投訴業務,3
訴業務司,3
機一直罵,1
一直罵三,1
直罵三字,1
罵三字經,1
司機太晚,1
機太晚來,1
太晚來還,1
晚來還跟,1
來還跟我,1
還跟我大,1
跟我大小,1
我大小聲,1
大小聲欸,1
司機用腳,1
機用腳踢,1
用腳踢我,1
腳踢我的,1
踢我的包,1
我的包裹,260
司機把我,3
機把我的,1
把我的東,4
我的東西,55
的東西送,7
東西送來,3
西送來人,1
送來人就,1
來人就不,1
人就不見,1
司機沒先,1
機沒先跟,1
沒先跟我,1
先跟我說,4
跟我說東,1
我說東西,1
說東西就,1
東西就亂,1
西就亂丟,1
司機沒找,2
機沒找錢,1
沒找錢給,1
找錢給我,3
錢給我我,1
給我我該,1
我我該找,1
我該找誰,2
該找誰處,2
找誰處理,3
司機的態,5
機的態度,5
的態度我,2
態度我不,2
度我不能,1
我不能接,1
不能接受,1
的態度沒,1
態度沒有,1
度沒有很,1
沒有很好,1
的態度很,8
態度很差,13
度很差耶,1
機剛剛很,1
剛剛很沒,1
剛很沒禮,1
很沒禮貌,1
沒禮貌我,1
禮貌我想,1
貌我想跟,1
我想跟你,6
想跟你們,15
司機送來,4
機送來東,1
送來東西,1
來東西都,1
東西都退,1
西都退冰,1
都退冰了,2
司機送貨,13
機送貨來,3
送貨來在,1
貨來在我,1
來在我家,1
在我家外,1
我家外面,1
家外面聊,1
外面聊天,1
面聊天一,1
送貨來貨,1
貨來貨用,1
來貨用丟,1
貨用丟的,1
司機對我,1
機對我亂,1
對我亂發,1
我亂發脾,1
亂發脾氣,1
司機態度,8
機態度很,5
態度很傲,4
度很傲慢,4
司機講話,2
機講話很,2
講話很大,2
話很大聲,2
講話很不,4
話很不客,1
很不客氣,2
在寄包裹,1
寄包裹時,1
包裹時有,1
裹時有背,1
時有背著,1
有背著要,1
背著要請,1
著要請司,1
要請司機,2
請司機送,12
宅急便叫,1
急便叫我,1
便叫我自,1
叫我自己,1
我自己去,10
自己去拿,8
己去拿包,5
去拿包裹,5
宅急便的,215
急便的車,1
便的車子,1
的車子堵,1
車子堵住,1
子堵住路,1
堵住路了,1
宅配要我,1
配要我自,1
要我自己,2
有什麼管,1
什麼管道,3
麼管道可,2
管道可以,5
道可以投,2
訴你們司,15
你們SD,12
們SD撞,1
SD撞到,1
D撞到我,1
撞到我的,10
到我的車,9
們司機只,1
司機只顧,1
機只顧著,1
只顧著抽,1
顧著抽菸,1
著抽菸不,1
抽菸不送,1
菸不送貨,1
們司機在,2
司機在抽,1
機在抽菸,1
在抽菸欸,1
們司機收,3
司機收貨,1
機收貨的,1
收貨的態,1
貨的態度,1
態度很隨,1
度很隨便,1
司機沒打,2
機沒打方,2
沒打方向,7
打方向燈,9
方向燈差,1
向燈差點,1
燈差點撞,1
差點撞到,3
司機沒有,9
機沒有遵,1
沒有遵守,3
有遵守交,3
遵守交通,3
守交通號,1
交通號誌,1
司機沒幫,2
機沒幫我,2
沒幫我送,1
幫我送上,11
我送上樓,8
送上樓我,1
上樓我要,1
樓我要投,1
們司機直,1
司機直接,1
機直接把,1
直接把我,3
接把我的,3
把我的包,9
的包裹放,5
包裹放在,13
們司機怎,2
司機怎麼,7
機怎麼可,1
怎麼可以,6
麼可以找,1
可以找鄰,1
以找鄰居,1
找鄰居代,1
鄰居代收,1
們司機紅,2
司機紅線,1
機紅線停,1
紅線停車,1
司機紅燈,1
機紅燈右,1
紅燈右轉,1
機剛剛一,2
剛剛一直,2
剛一直想,1
一直想超,2
直想超我,1
想超我的,1
超我的車,1
剛一直逼,1
一直逼我,1
直逼我車,1
機剛剛沒,1
剛剛沒打,1
剛沒打方,1
方向燈就,1
向燈就右,1
機剛剛超,1
剛剛超速,1
剛超速了,1
們司機送,7
機送貨車,1
送貨車都,1
貨車都亂,1
車都亂停,1
們司機配,4
司機配送,8
機配送不,2
配送不準,2
送不準時,2
們司機開,6
司機開車,10
機開車門,1
開車門的,1
車門的時,1
門的時候,1
的時候刮,1
時候刮到,1
候刮到我,1
機開車很,5
開車很危,5
車很危險,5
很危險都,1
危險都不,1
險都不打,1
都不打方,3
機開車超,1
開車超速,1
車超速很,1
超速很危,1
速很危險,1
司機開很,1
機開很快,1
開很快又,1
很快又沒,1
快又沒打,1
又沒打方,1
們司機跟,2
司機跟我,5
機跟我約,1
跟我約好,1
我約好時,1
約好時間,2
好時間收,2
時間收貨,2
間收貨卻,1
們司機違,1
司機違停,2
機違停撞,1
違停撞到,1
停撞到我,1
們司機撞,5
司機撞到,7
機撞到我,6
我的車可,1
的車可以,1
車可以申,1
可以申訴,1
我的車我,1
的車我要,1
車我要聯,1
們司機遲,1
司機遲到,1
機遲到卻,1
遲到卻也,1
到卻也沒,1
卻也沒事,1
也沒事先,1
沒事先通,1
事先通知,2
們司機轉,2
司機轉彎,3
機轉彎都,1
轉彎都不,1
彎都不打,1
不打方向,2
方向燈嗎,1
機轉彎轉,1
轉彎轉很,1
彎轉很快,1
轉很快差,1
很快差點,1
快差點撞,1
你們宅急,12
們宅急便,11
宅急便不,13
急便不願,1
便不願意,1
不願意幫,1
願意幫我,1
意幫我把,1
幫我把東,9
我把東西,9
宅急便都,4
急便都把,1
便都把包,1
都把包裹,1
把包裹亂,1
包裹亂丟,1
裹亂丟欸,1
你們投訴,3
們投訴司,1
投訴司機,4
訴司機的,1
司機的管,1
機的管道,1
的管道在,1
管道在哪,1
的司機超,1
司機超速,2
機超速了,1
的司機開,3
很危險一,1
危險一直,1
險一直在,1
的司機跟,1
機跟我吵,1
跟我吵架,1
的司機違,2
司機違反,1
機違反交,1
違反交通,1
反交通規,1
交通規則,1
機違停害,1
違停害我,1
停害我差,1
害我差點,1
我差點受,1
差點受傷,1
的司機態,4
度很差我,4
很差我要,1
差我要客,1
我要客訴,4
度很差要,1
很差要到,1
差要到哪,1
度很差欸,1
機態度真,1
態度真的,2
度真的很,2
真的很差,2
的司機闖,1
司機闖紅,1
機闖紅燈,1
你們的送,4
們的送貨,4
的送貨員,2
送貨員真,1
貨員真的,1
員真的很,1
真的很糟,1
的很糟糕,1
務一直騷,1
一直騷擾,1
直騷擾我,1
務司機真,1
司機真的,2
機真的很,2
真的很沒,1
的很沒耐,1
很沒耐心,1
務司機開,1
開車很為,1
車很為危,1
很為危險,1
的業務超,1
業務超兇,1
務超兇的,1
你們員工,7
們員工可,1
員工可以,2
工可以邊,1
可以邊抽,1
以邊抽菸,1
邊抽菸邊,1
抽菸邊送,1
菸邊送貨,1
邊送貨嗎,1
你們配送,46
們配送司,3
配送司機,5
送司機沒,1
方向燈又,1
向燈又違,1
你們黑貓,28
們黑貓的,8
黑貓的車,2
貓的車都,1
的車都在,1
車都在亂,1
都在亂停,1
們業務一,1
務一直按,1
一直按喇,1
直按喇叭,1
們業務司,8
務司機刮,1
司機刮傷,1
機刮傷我,1
刮傷我的,1
傷我的車,1
我的車要,1
的車要到,1
務司機撞,1
我的車就,1
的車就開,1
們業務在,2
業務在大,1
務在大庭,1
在大庭廣,1
大庭廣眾,1
庭廣眾下,1
廣眾下抽,1
眾下抽菸,1
下抽菸理,1
業務把貨,2
務把貨堆,1
把貨堆在,1
貨堆在我,1
堆在我門,1
在我門口,1
我門口人,1
門口人卻,1
們業務車,1
業務車亂,1
務車亂開,1
車亂開差,1
亂開差點,1
開差點出,1
差點出車,1
點出車禍,1
務剛剛開,1
剛剛開很,1
剛開很快,1
務剛剛逼,1
剛剛逼我,1
剛逼我車,1
務剛剛轉,1
剛剛轉彎,1
剛轉彎沒,1
轉彎沒打,3
彎沒打方,3
務剛剛闖,1
剛剛闖紅,1
剛闖紅燈,1
們業務送,2
業務送包,1
務送包裹,1
送包裹都,1
包裹都用,1
裹都用摔,1
都用摔的,1
用摔的不,1
摔的不能,1
們業務撞,2
業務撞到,2
務撞到我,2
我的車哪,1
的車哪裡,1
車哪裡可,1
哪裡可以,93
們業務轉,1
業務轉彎,1
務轉彎沒,1
方向燈我,1
向燈我可,1
我一直在,1
一直在等,2
直在等包,2
在等包裹,2
等包裹到,1
包裹到但,1
裹到但你,1
到但你們,1
但你們的,1
我包裹有,3
包裹有寫,2
裹有寫說,2
有寫說要,2
寫說要送,2
說要送上,2
要送上樓,3
送上樓你,2
上樓你們,2
樓你們業,2
我可以用,18
可以用電,4
以用電話,4
用電話的,2
電話的方,3
話的方式,3
的方式投,1
方式投訴,2
式投訴你,2
我在限速,1
在限速內,1
限速內你,1
速內你們,1
內你們司,1
們司機一,1
機一直想,1
我沒有司,1
沒有司機,1
有司機的,1
司機的姓,1
機的姓名,1
的姓名我,1
姓名我要,1
名我要怎,1
我要怎麼,120
要怎麼投,3
我明明一,1
明明一直,1
明一直在,1
一直在家,1
直在家你,1
在家你們,3
家你們業,1
們業務卻,1
業務卻說,1
我的車門,1
的車門被,1
車門被你,1
門被你們,1
被你們司,1
司機開門,1
機開門時,1
開門時刮,1
我看到你,2
看到你們,6
到你們家,1
你們家的,11
們家的車,1
家的車在,1
的車在路,1
車在路上,1
在路上蛇,1
路上蛇行,1
我看到業,1
看到業務,1
到業務把,1
務把貨都,1
把貨都堆,1
貨都堆在,1
都堆在路,1
堆在路邊,1
在路邊可,1
我要投訴,26
要投訴你,20
投訴你司,1
訴你司機,1
們司機超,1
務司機送,3
務司機態,1
訴你們家,2
們家的司,2
家的司機,2
我要到哪,7
到哪裡投,5
哪裡投訴,6
裡投訴你,6
要客訴司,1
客訴司機,1
訴司機摔,1
司機摔貨,1
麼投訴你,2
訴你們業,3
們業務沒,12
務沒有遵,1
我原本是,4
原本是要,5
本是要刷,1
是要刷卡,1
要刷卡付,2
刷卡付費,12
